,0
6927, 이들 자원을 거의 . 수입하는 우리나라는 탄소 중립 이행에 필요한 비용이 그만큼 커질 수밖에 없다
6928, 원료 값만 뛰는 것이 아니다
6929, 지난 .월 영국 정부는 풍력발전기를 세울 수 있는 해상 입지 점유권을 경매에 부쳤는데 무려 .조원이라는 천문학적 가격에 낙찰됐다
6930, 탄소 배출 주범으로 몰린 와 토탈 같은 석유업계 공룡들이 체질 전환을 내세워 .묻지 마 입찰.에 나섰기 때문이다
6931, 탄소 중립을 향해 전 세계가 가속페달을 밟으면서 관련 원자재.설비 수요가 한꺼번에 몰리며 가격이 급등하는 .그린 보틀넥. .녹색 병목 현상.이 발생하는 것이다
6932, 이에 각국 정부는 희토류와 필수 희귀 금속을 국가 안보 차원의 전략 물자로 분류해 확보에 사활을 걸고 있다
6933, 희토류 최대 생산국 중국은 전 세계 코발트.니켈 광산을 추가 매집하고 나섰고 미국.유럽.일본은 희토류의 중국 의존도를 낮추기 위해 역내 공급망 구축에 열을 올리고 있다
6934, 하지만 한국은 자원 확보전에서 뒤처지고 있다는 지적이 나온다
6935, 에너지 업계 고위 관계자는 .이명박 정부 때 자원 개발 사업을 추진했던 관련자들이 줄줄이 수사받은 경험이 트라우마로 남아 있다
6936,며 .위험을 감수하고 탄소 중립에 필수 자원을 확보하려는 국가 전략 마련이 절실하다
6937,고 말했다
6938, 전기차.풍력에 필요한 광물 사재기. 리튬 . 구리 . 폭등 .년 탄소 중립을 위한 전쟁이 급격히 전개되면서 .그린 경제.에 필요한 광물 자원 확보가 핵심 변수로 떠올랐다
6939, 배터리 핵심 원료인 리튬.코발트.니켈은 지난 .년간 각각 . . . 상승했고 전기차.풍력발전기용 전기모터에 필요한 구리값도 .년 사이 . 급등했다
6940, 테슬라의 일론 머스크 가 .전기차 배터리용 니켈 수급 문제가 가장 큰 걱정거리.라고 말했을 정도다
6941, 더 큰 문제는 광물 자원의 쏠림이다
6942, 예컨대 전 세계 희토류 .는 중국에서 생산된다
6943, 풍력발전기에 쓰이는 발사나무는 에콰도르에서 . 나온다
6944, 코발트는 콩고민주공화국에서 . 생산된다
6945, 리튬은 호주와 칠레에서 .가 나온다
6946, 가공 단계로 가면 중국 쏠림 현상이 심해진다
6947, 중국은 리튬과 코발트 정제.가공 시장에서 각각 . .를 차지한다
6948, 미국.유럽.일본 등 선진국들이 앞다퉈 선점 경쟁에 나서는 이유다
6949, .원자재를 선점하라. 뒤늦게 뛰어든 한국 미국 최대 완성차 업체 은 지난 .일현지 시각 리튬 채굴에 직접 참여한다고 밝혔다
6950, 소금 바다로 불리는 캘리포니아 솔턴해 에서 사가 진행 중인 미국 최대 리튬 채굴 프로젝트에 수백만달러를 투자한다는 것이다
6951, .년부터는 전기차만 만들겠다고 선언한 입장에선 핵심 원료 공급망 확보가 절실하다
6952, 리튬 생산량이 미미한 나라인 미국은 정부가 자원 안보 차원에서 이 프로젝트를 밀고 있다
6953, 중국이 희토류를 무기화하려는 움직임을 보이자 각국 정부는 희토류 발굴에도 적극 나서고 있다
6954, 호주는 우간다 마쿠투 지역에서 희토류를 탐사하는 .마쿠투 프로젝트.를 진행 중이다
6955, 미국 정부는 .년 환경오염을 이유로 폐쇄됐던 세계 .대 희토류 광산 .마운틴 패스.캘리포니아 소재에서 희토류 발굴을 본격 재개하기 위한 보조금 입법을 추진 중이다
6956, 호주.미국.캐나다 정부는 최근 힘을 합쳐 핵심 광물 매장 정보를 공유하는 지도를 만들기도 했다
6957, 중국은 일찍이 .전기차 굴기.를 선언하며 관련 원자재를 선제적으로 확보해왔다
6958, 콩고민주공화국의 .대 코발트 광산 중 .개는 중국 자본 소유로 알려져 있다
6959, 세계 최대 배터리 업체 중국 은 작년 .월 아르헨티나 리튬 생산량 .를 채굴하는 업체 네오리튬 지분 .를 .억원에 사들였고 지난 .월엔 .억원을 추가 투자했다
6960, 국내 기업들도 자원 확보에 뛰어들고 있다
6961, 최근 배터리 업계는 원자재 중개 업체들과 장기 구매 계약을 체결하는 한편 광산 확보에도 직접 나서고 있다
6962, 에너지솔루션은 포스코 등과 손잡고 인도네시아에 니켈 등 원자재 채굴부터 배터리 생산까지 하는 합작 프로젝트를 추진 중이다
6963, 포스코는 탄자니아 흑연 광산을 갖고 있는 호주 블랙록마이닝 지분 .를 지난 .월 인수했다
6964, 그러나 일찌감치 코발트 광산을 확보한 중국 등에 비해 출발이 늦어 원자재값 상승 부담을 그대로 떠안아야 할 우려가 있다
6965, .환경 파괴.인권 침해 논란도 피해야 탄소 중립 시대에 새롭게 떠오른 핵심 광물 채굴 과정에서 환경 파괴와 인권 침해가 발생하는 모순도 등장하고 있다
6966, 리튬 생산 .위국 칠레가 대표적이다
6967, 칠레 리튬은 대부분 . 넓이의 거대한 소금 평지와 염수호가 펼쳐진 북부 아타카마사막에서 채굴된다
6968, 지역 원주민들은 리튬 채굴 과정에서 염수가 아닌 지하수까지 끌어 쓰면서 아타카마 지역 수자원이 지속적으로 감소하고 있다고 주장한다
6969, 실제 칠레 정부 산하 위원회에 따르면 .년 아타카마사막에선 강수 형태로 흡수된 물보다 . 많은 물이 사용됐다
6970, 콩고민주공화국에선 코발트 채굴을 위해 아동 착취 논란이 끊임없이 나온다
6971, 열 살도 채 안 된 어린이들이 맨손으로 지하 . 깊이까지 내려가 자루에 코발트 원석을 캐서 담는다는 것이다
6972, 미 노동부 보고서가 인용한 추정치에 따르면 콩고민주공화국의 코발트 광부 .만.명 중 어린이가 .만.여명이다
6973, 재생 에너지가 실상은 .더러운 에너지 .가 아니냐는 지적이 나오면서 기업들은 생산 과정에서의 환경 영향과 윤리 문제까지 고려해야 하는 과제를 안고 있다
6974,다
6975,세계 최초로 비트코인을 법정통화로 승인한 남미 엘살바도르의 나이브 부켈레 대통령이 화산 지열을 이용해 비트코인을 채굴하겠다고 밝혔다
6976, 부켈레 대통령은 .일 자신의 트위터에 .국영 지열전력회사에 비트코인 채굴을 위한 시설을 마련해달라고 요청했다
6977, 값싸고 . 청정하고 . 재생산가능한 탄소배출 제로인 화산 에너지를 이용할 것.이라고 썼다
6978, 몇 시간 뒤 부켈레는 트위터에 지열정에서 수증기가 솟구치는 짧은 영상을 올렸다
6979, 그러면서 .우리의 기술자들이 방금 .의 . 청정 탄소배출 제로인 화산 지열 에너지를 제공하는 새 지열정을 팠다고 알려왔다
6980,고 전했다
6981, .이 주변으로 비트코인 채굴 허브 설계를 시작한다
6982,고도 덧붙였다
6983, 트위터를 즐겨쓰는 만 .세 부켈레 대통령은 가상화폐를 지지를 뜻하는 .레이저 아이 .를 눈에 합성한 사진을 자신의 프로필로 쓰고 있다
6984, 대량의 전기를 필요로 하는 비트코인은 채굴 때 화석 연료 사용과 탄소배출을 늘려 환경에 악영향을 미친다는 비판을 받는다
6985, 대표적인 비트코인 지지자로 알려졌던 일론 머스크 테슬라 가 지난달 .비트코인을 통한 차량 구매 결제를 중단하겠다
6986,고 밝힌 것도 환경 파괴 논란과 무관하지 않다
6987, 이런 상황에서 전 세계 국가 중 처음으로 비트코인을 법정통화로 채택한 엘살바도르의 .친환경 채굴 계획이 비트코인 가격 상승에 호재로 작용할지 관심이 쏠린다
6988, 비트코인은 엘살바도르가 비트코인을 법정통화로 공식 채택하자 .일 오전 .시 .분 한국 시각 기준 .시간 전 대비 . 급등하는 등 가격이 오르고 있다
6989,다
6990,파란색 빨대로 아이스티를 다 마신 여성이 빨대를 뽑아서 씹어 먹기 시작한다
6991, .당신의 빨대를 드세요.라는 제목의 이 인스타그램 영상은 해조류로 빨대와 컵을 만드는 미국 뉴욕의 스타트업 .롤리웨어. 사용자가 올린 것이다
6992, 이 회사는 .년 먹을 수 있는 컵을 내놓은 데 이어 먹을 수 있는 빨대를 내놨다
6993, 종이 빨대처럼 눅눅해지지 않으면서 먹어서 없앨 수 있고 버리더라도 .일이면 자연 분해가 된다
6994, 빨대마다 천연 원료를 사용해 바닐라 감귤 등 다양한 맛이 난다
6995, 호텔 체인 매리엇과 주류회사 페르노 리카드가 이 회사의 빨대를 쓰겠다고 나섰다 세대를 중심으로 소비를 통해 자신의 신념을 밝히는 .미닝 아웃.이 생겨나면서 친환경 상품을 요구하는 소비자가 늘어나고 있다
6996, 기업들은 .친환경 활동은 더 이상 선택이 아닌 필수가 됐다
6997,고 말한다
6998, 미닝 아웃은 의미와 커밍아웃 의 합성어다 .분리수거 편하고 환경도 고려해 일석이조 올해 도쿄 올림픽에 참가하는 국가 대표 선수단 .팀 코리아. 선수들은 .인당 . 페트병 .개를 재활용한 섬유로 만든 옷을 입게 된다
6999, 이들의 단복은 제주도에서 수거한 투명 페트병으로 만든 모자 자투리 나일론 폐기물을 모아 만든 방수 재킷과 반바지 등 친환경 섬유로 만들어졌다
7000, 단복 제조 브랜드인 노스페이스는 .국가 대표 선수단이 친환경 소재로 만든 단복을 입는 건 처음.이라며 .고온 다습한 도쿄 날씨를 고려해 친환경 섬유에 기능성 소재를 섞거나 추가 가공해 땀 흡수와 통풍이 잘되는 기능을 더했다
7001,고 말했다
7002, 국내 식음료.유통 기업이 선제적으로 나선 친환경 활동은 페트병 재활용을 위한 무라벨 페트병 생산이다
7003, 롯데칠성음료가 작년 .월 무라벨 생수를 내놔서 소비자의 호응을 얻자 롯데마트 하이트진로음료와 농심도 라벨 없는 생수 제품을 출시했다
7004, 동원는 플라스틱 페트병 무게를 . 줄이고 라벨을 떼어낸 보리차 제품 .에코보리.를 롯데마트는 무라벨 탄산수를 내놨다
7005, 롯데마트는 .무라벨 생수 출시 후 .개월간 매출이 전년 동기 일반 생수에 비해 .나 뛰어 탄산수세제 등으로 무라벨 품목을 늘렸다
7006,고 말했다
7007, 리필세제 등도 플라스틱 캡을 없애 분리수거를 편하게 한 제품이 인기이다
7008, 무라벨 페트병 제품이 인기를 얻는 이유는 환경 보호를 하는 동시에 분리수거 과정에서의 번거로움을 줄일 수 있기 때문이다
7009, 환경부는 작년 .월 페트병 분리 배출 규정을 강화하면서 각 가정에서 겉에 있는 비닐 라벨을 제거해 배출하도록 했다
7010, 유통업계 관계자는 .친환경 활동을 하고 있다는 만족감과 더불어 분리수거의 번거로움을 줄일 수 있어 소비자들이 무라벨 제품을 선호하고 있다
7011,고 말했다
7012, .종이봉투에서 화장품을 짜서 쓴다 스타벅스.맥도날드.버거킹 등 식음료 업체들은 플라스틱 빨대를 퇴출시켰다
7013, 빨대 없이 마실 수 있는 컵 뚜껑을 도입하고 종이 빨대를 제공하는 식이다
7014, 제일제당은 두부 제품 포장 비닐을 생분해 소재로 바꿨다
7015, 카카오프렌즈는 친환경 섬유와 생분해 소재 비닐을 사용한 친환경 라인 .프렌즈 그린라이프. 에디션을 지난달 출시했다
7016, 친환경 화장품 브랜드 톤.은 모든 화장품을 플라스틱 대신 재활용 가능한 종이 패키지에 담고 있다
7017, 화장품 제조사 한국콜마는 지난해 .월 선보인 종이 튜브를 올해부터 상용화할 예정이다
7018, 뚜껑을 제외한 본체는 종이로 대체됐기 때문에 플라스틱 사용량은 기존에 비해 .나 절감할 수 있다
7019, 아모레퍼시픽도 지난 .월 최대 .년간 안전하게 화장품을 보관할 수 있는 종이 튜브를 개발했다
7020, 친환경 활동이 기업의 필수 요소가 된 건 해외도 마찬가지다
7021, 플라스틱과 비닐 사용이 일상화된 동남아시아도 바뀌고 있다
7022, 태국 유니레버는 모든 홈케어 제품의 병을 재활용 재료로 사용하고 네슬레는 재활용 알루미늄 캔에 담은 커피를 판매한다
7023, 베트남에 진출한 빅씨.롯데마트는 야채를 비닐봉지가 아닌 대나무.바나나 잎에 감싸 진열한다
7024,다
7025,커피.차 전문기업 쟈뎅이 라벨 없는 친환경 페트 커피 .까페리얼 에버. 아메리카노를 선보였다
7026, 쟈뎅에서 처음으로 선보이는 무라벨 신제품 .까페리얼 에버.는 .아메리카노 블랙.과 .아메리카노 스위트. .종으로 구성됐다
